rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica automovil particular camioneta gftr73,- Revision Tecnica Automovil particular camioneta GFTR73,,REVISIONES LOS LAGOS LTDA.,0.9342
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica automovil particular camioneta pksr82,- Revision Tecnica Automovil particular camioneta PKSR82,,REVISIONES LOS LAGOS LTDA.,0.9442
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica automovil particular camioneta psss88,- Revision Tecnica Automovil particular camioneta PSSS88,,REVISIONES LOS LAGOS LTDA.,0.9558
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica automovil particular camioneta tbfk28,- Revision Tecnica Automovil particular camioneta TBFK28,,REVISIONES LOS LAGOS LTDA.,0.9379
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica carros de arrastre yit178,- Revision Tecnica Carros de arrastre YIT178,,REVISIONES LOS LAGOS LTDA.,0.8612
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica maquinaria automotriz tyky54,- Revision Tecnica Maquinaria automotriz TYKY54,,REVISIONES LOS LAGOS LTDA.,0.9142
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica maquinaria automotriz tzsk58,- Revision Tecnica Maquinaria automotriz TZSK58,,REVISIONES LOS LAGOS LTDA.,0.8908
1,ambiguous_vehicle_vs_machinery_inspection,EXP-13.3,Mantencion Vehiculos,COMPRAS,revision tecnica maquinaria automotriz vpsj99,- Revision Tecnica Maquinaria automotriz VPSJ99,,REVISIONES LOS LAGOS LTDA.,0.8759
1,ambiguous_vehicle_vs_machinery_inspection,EXP-14.4,Mantencion Instalaciones,COMPRAS,traslado tractor,TRASLADO TRACTOR,A REVISION TECNICA PRT LA UNION DESDE EL MAITEN,LUIS ANTONIO TORRES JARAMILLO,0.402
1,ambiguous_vehicle_vs_machinery_inspection,EXP-15.3,Fletes,COMPRAS,flete,Flete,"Trasladode Tractor desde Fundo Las Raices, Rio Bueno a Osorno a la Planta de Revision Tecnica ida y vuelta",ARIEL ENRIQUE BELLO GARCIA,0.8544
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,cr guante trabajo femme t xs,CR GUANTE TRABAJO FEMME T XS,,SODIMAC S.A.,0.5656
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,guante cabritilla puno corto,GUANTE CABRITILLA PUNO CORTO,,SODIMAC S.A.,0.6823
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,guante cr am f epp,GUANTE CR AM/F EPP,,EASY RETAIL S.A.,0.3635
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,guante exe bauker femme morado,GUANTE EXE BAUKER FEMME MORADO,,SODIMAC S.A.,0.6035
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,guantes ecologicos pequeno,GUANTES ECOLOGICOS PEQUENO,,EASY RETAIL S.A.,0.2441
1,client_examples_conflict_with_glove_taxonomy,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,pack guante cabritilla p c 10u,PACK GUANTE CABRITILLA P/C 10U,,SODIMAC S.A.,0.599
1,client_examples_conflict_with_glove_taxonomy,EXP-14.4,Mantencion Instalaciones,COMPRAS,insumo taller guantes buzos etc,INSUMO TALLER GUANTES BUZOS ETC,,SOCIEDAD TOROYO LTDA,0.2034
1,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guante ordena nitrilo soflo bio largo talla xl caja 100u,Guante Ordeña Nitrilo Soflo Bio Largo Talla XL (Caja 100u),,SOCIEDAD COMERCIAL SOFLO SPA,0.5579
1,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guantes nitrilo shoof caja 100 un shoof talla l,GUANTES NITRILO SHOOF CAJA 100 UN -SHOOF_TALLA L___,SHOOF_TALLA L___,FEROSOR AGRICOLA S.A.,0.7446
1,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guantes nitrilo shoof caja 100 un shoof talla m,GUANTES NITRILO SHOOF CAJA 100 UN -SHOOF_TALLA M___,SHOOF_TALLA M___,FEROSOR AGRICOLA S.A.,0.7482
1,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guantes nitrilo shoof caja 100 un shoof talla s,GUANTES NITRILO SHOOF CAJA 100 UN -SHOOF_TALLA S___,SHOOF_TALLA S___,FEROSOR AGRICOLA S.A.,0.7705
1,client_examples_conflict_with_glove_taxonomy,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,guantes shoof largo xl nitr azul caja 100 un,GUANTES SHOOF LARGO (XL) NITR.AZUL CAJA 100 UN -____,____,FEROSOR AGRICOLA S.A.,0.6829
1,client_examples_conflict_with_glove_taxonomy,EXP-4.1,Parva Silo,COMPRAS,guante nylon poliuretano 9,GUANTE NYLON POLIURETANO 9 -@,GUANTE NYLON POLIURETANO 9 -@,DORIS IVONNE CASTILLO KANTER,0.1379
1,client_examples_conflict_with_glove_taxonomy,EXP-9.2,Otros Gastos Riego,COMPRAS,guantes cab,GUANTES CAB,,RICARDO FRANCISCO WULFF MULLER,0.2814
1,electricity_requires_exact_meter_or_lookup,ADM-1.2,Comunicaciones e Internet,COMPRAS,serv de inst internet,Serv. de Inst. Internet,"Venta de equipos (UPS, Switch, Alargador eléctrico) y Servicio de Instalación/Configuración de StarLink en Fundo Raíces",SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.8381
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,alargador electrico naranjo 1o mts stanford 5077b,ALARGADOR ELECTRICO NARANJO 1O MTS STANFORD 5077B -@,ALARGADOR ELECTRICO NARANJO 1O MTS STANFORD 5077B -@,DORIS IVONNE CASTILLO KANTER,0.4662
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,alargador electrico naranjo 20 mts stanford 5077b,ALARGADOR ELECTRICO NARANJO 20 MTS STANFORD 5077B -@,ALARGADOR ELECTRICO NARANJO 20 MTS STANFORD 5077B -@,DORIS IVONNE CASTILLO KANTER,0.5083
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,reparacion electrica,Reparación Eléctrica,Tractor Diagnosticar falla del alternador Cambiar alternador nuevo,ELECTROSOL ENCENDIDOS SPA,0.1963
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,servicio electricos fundo yutreco,Servicio electricos fundo yutreco,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.6006
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,tala de alamo en linea,Tala de alamo en linea,electrica,CONSTRUCCIÓN Y ASESORÍAS FORESTALES VOLCÁN PUNTIAGUDO LIMITADA,0.2742
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,tecnico electrico,TECNICO ELECTRICO,TECNICO ELECTRICO,HIDROTATTERSALL S.A.,0.2724
1,electricity_requires_exact_meter_or_lookup,EXP-11.1,Electricidad Lecheria,COMPRAS,termo electrico 50 lts splendid,TERMO ELECTRICO 50 LTS. SPLENDID,,COMERCIAL CLIMENT SPA,0.4933
1,electricity_requires_exact_meter_or_lookup,EXP-13.3,Mantencion Vehiculos,COMPRAS,fdo pelleco,fdo pelleco,"extracción de equipo sumergible 2hp 380v para su reemplazo por motor nuevo, mejoramiento de tablero eléctrico, cambio de contactores.",HECTOR IGNACIO PUSCHEL RUPAILAF,0.3959
1,electricity_requires_exact_meter_or_lookup,EXP-14.2,Mantencion Cercos,COMPRAS,cordon electrico 5 vias x 6 mm,CORDON ELECTRICO 5 VIAS X 6 MM,,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.4155
1,electricity_requires_exact_meter_or_lookup,EXP-14.4,Mantencion Instalaciones,COMPRAS,instalacion electrica,INSTALACION ELECTRICA,BODEGA,ALBERTO JESUS LARA GUZMAN,0.8407
1,electricity_requires_exact_meter_or_lookup,EXP-9.1,Energia Electrica Riego,COMPRAS,subsidio electrico ley n21 667 4 6,Subsidio eléctrico Ley N°21.667(4/6),,Sociedad Austral de Electricidad SA,0.6111
1,electricity_requires_exact_meter_or_lookup,EXP-9.1,Energia Electrica Riego,COMPRAS,subsidio electrico ley n21 667 5 6,Subsidio eléctrico Ley N°21.667(5/6),,Sociedad Austral de Electricidad SA,0.6067
1,electricity_requires_exact_meter_or_lookup,EXP-9.2,Otros Gastos Riego,COMPRAS,cambio tablero,cambio tablero,se compra y remplaza tablero electrico de estanque en carro para leche de terneros. se instalo tablero metalico con automatico de fuerza y control y diferencial.,SERVICIOS INTEGRALES EDUARDO GUERRERO SPA,0.1588
1,fertilizer_type_requires_review,EXP-15.5,Servicios Agricolas,COMPRAS,aplicacion fertilizante,APLICACION FERTILIZANTE,YUTRECO UREA 192 HA mas 43 HA aplicación Urea,SERVICIOS AGRICOLAS CORPAL SPA,0.3771
1,fertilizer_type_requires_review,EXP-6.5,Otros Fertilizantes,COMPRAS,aplicacion fertilizante,APLICACION FERTILIZANTE,FERTILIZANTE NITROGENO 192 HA,SERVICIOS AGRICOLAS CORPAL SPA,0.5316
1,generic_item_name_requires_review,EXP-13.2,Mantencion Motos,COMPRAS,mano de obra,MANO DE OBRA,,MULTIMOTOS OSORNO SPA,0.9349
1,generic_item_name_requires_review,EXP-13.2,Mantencion Motos,COMPRAS,traslado,TRASLADO,GENERADOR INSONORIZADO INMESOL DE 100KVA SN.1932937,HAKA INDUSTRIAL SPA,0.2761
1,generic_item_name_requires_review,EXP-14.1,Mantencion Caminos,COMPRAS,servicio,Servicio,Traslado Futrono el Lloly Agua Negra a Rio Bueno con regreso.,TRANSPORTES BRAULIO ERARDO SAN MARTÍN HENRÍQUEZ E.I.R.L.,0.4863
1,generic_item_name_requires_review,EXP-14.3,Mantencion Agua y Purines,COMPRAS,item,Item,"AR69444 ACEITE HY-GARD, 5GAL ** Oferta **",SALINAS Y FABRES S.A.,0.1768
1,generic_item_name_requires_review,EXP-14.4,Mantencion Instalaciones,COMPRAS,servicio,SERVICIO,MANTENCION GRUPO ELECTROGENO,BETHEL ELECTROMECANICA SPA,0.4132
1,generic_item_name_requires_review,EXP-15.3,Fletes,COMPRAS,traslado,traslado,traslado de terneros desde fundo raíces ubicado en rio bueno hacia fundo bramadero,ANDRES ALONSO PRIETO SEGUEL,0.717
1,generic_item_name_requires_review,EXP-4.3,Bolos Heno,COMPRAS,item,Item,"PINZA PARA BOLOS, PARA INSTALAR EN CARGADOR FRONTAL, 2~CILINDROS HIDRÁULICOS, CAPACIDAD DE LEVANTE 1.000 KILOS,~SISTEMA DE ENGANCHE TIPO EURO, PESO 190 KILOS, MARCA~ARGNANI E MONTI, ORIGEN ITALIA, NUEVA SIN USO, AÑO~COMERCIAL 2025, COLOR NEGRO~Chasis AR-P003~Motor~CDO Nº~FACTURA POR 3.200.00 EUR + IVA TC 1.052.91.",SALINAS Y FABRES S.A.,0.334
1,generic_item_name_requires_review,EXP-6.4,Guano,COMPRAS,mano de obra,MANO DE OBRA,TRABAJOS VARIOS FUNDO YUTRECO,ALEJANDRO RICARDO CARRASCO AGUILAR,0.4324
1,generic_item_name_requires_review,EXP-9.2,Otros Gastos Riego,COMPRAS,item,Item,"SERVICIOS~ DIAGNOSTICO RALENTI INESTABLE-LIMPIEZA DE ESTANQUE, LINEA DE~ALIMENTACION Y CAMBIO DE FILTROS 5090E",SALINAS Y FABRES S.A.,0.2676
1,irrigation_context_conflicts_with_prediction,ADM-1.5,Colacion y Alojamiento,COMPRAS,limpia pies griego igenar 45x75,LIMPIA PIES GRIEGO IGENAR 45X75,LIMPIA PIES GRIEGO IGENAR 45X75,COMERCIAL HARCHA SPA,0.2596
1,irrigation_context_conflicts_with_prediction,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,cambiar correa motor del,Cambiar correa motor del,riego 1,SANDRA PAULINA VALLADARES RIOS,0.1842
1,irrigation_context_conflicts_with_prediction,ADM-1.6,Utiles y gastos de oficina.,COMPRAS,rollo irripod iplex 40 mm 100mts,ROLLO IRRIPOD IPLEX 40 MM (100MTS),ROLLO IRRIPOD IPLEX 40 MM (100MTS),HIDROTATTERSALL S.A.,0.4944
1,irrigation_context_conflicts_with_prediction,EXP-11.1,Electricidad Lecheria,COMPRAS,,.,"Servicio electricos, regulacion frecuencia vdf,cambio rele y reloj horario fertiriego fundo yutreco",COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.5376
1,irrigation_context_conflicts_with_prediction,EXP-11.2,Electricidad Casas e Instalaciones,COMPRAS,electrico,electrico,Reposicion de cables de fuerza de sistema de riego.,A&C ELECTRICIDAD LIMITADA,0.4219
1,irrigation_context_conflicts_with_prediction,EXP-13.2,Mantencion Motos,COMPRAS,r n pibote riego r 24,R.N.PIBOTE RIEGO R 24,,VULCANIZACIÓN NONTUELÁ SPA,0.7811
1,irrigation_context_conflicts_with_prediction,EXP-14.3,Mantencion Agua y Purines,COMPRAS,arreglo rueda del pibote,Arreglo rueda del pibote,,SANDRA PAULINA VALLADARES RIOS,0.1489
1,irrigation_context_conflicts_with_prediction,EXP-14.3,Mantencion Agua y Purines,COMPRAS,tuberia lldpe 32mm pn4 rollo 100 mts,Tubería LLDPE 32mm PN4 Rollo 100 Mts,___________Riego Aspersion y Goteo_________________,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.5259
1,irrigation_context_conflicts_with_prediction,EXP-14.4,Mantencion Instalaciones,COMPRAS,marcacion de cuadrantes,Marcacion de Cuadrantes,"segun proyecto de Riego Cooprinsem. Yutreco, Osorno.",TOPOGRAFIA SATELITAL INGENIERIA SPA,0.1308
1,irrigation_context_conflicts_with_prediction,EXP-15.5,Servicios Agricolas,COMPRAS,riego de purines,RIEGO DE PURINES,APLICACION DE PURINES EN PRADERA 21 CARRADAS 231.000 LTS,SERVICIOS AGRICOLAS CORPAL SPA,0.6747
1,irrigation_context_conflicts_with_prediction,EXP-15.5,Servicios Agricolas,COMPRAS,riego purines en praderas,RIEGO PURINES EN PRADERAS,39 carradas de purines de 11.000 lts c/u 429.000 lts,SERVICIOS AGRICOLAS CORPAL SPA,0.9356
1,irrigation_context_conflicts_with_prediction,EXP-16.2,Otros Gastos Campo,COMPRAS,adhesivo pvc riego 20mm 140mm secado rapido vinilit,ADHESIVO PVC RIEGO 20MM - 140MM SECADO RAPIDO VINILIT-@,ADHESIVO PVC RIEGO 20MM - 140MM SECADO RAPIDO VINILIT-@,DORIS IVONNE CASTILLO KANTER,0.3495
1,irrigation_context_conflicts_with_prediction,EXP-6.3,Cal,COMPRAS,riego cal praderas 30 ton,RIEGO CAL PRADERAS 30 TON,APLICACION MAS CARGUIO,SERVICIOS AGRICOLAS CORPAL SPA,0.6563
1,irrigation_context_conflicts_with_prediction,EXP-6.5,Otros Fertilizantes,COMPRAS,pelleco fertilizante,PELLECO FERTILIZANTE,RIEGO FERTILIZANTE VITRAMAG 150 K/HA,SERVICIOS AGRICOLAS CORPAL SPA,0.7898
1,irrigation_context_conflicts_with_prediction,EXP-6.5,Otros Fertilizantes,COMPRAS,yutreco fertilizante,YUTRECO FERTILIZANTE,RIEGO FERTILIZANTE UREA S-MART BLUE 50 K/HA,SERVICIOS AGRICOLAS CORPAL SPA,0.4949
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,001 vaca s export cab 19,001 VACA(S) EXPORT. CAB 19,23-3|23,FERIA GANADEROS OSORNO S.A.,0.3569
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,001 vaca s export cab 20,001 VACA(S) EXPORT. CAB 20,23-4|23,FERIA GANADEROS OSORNO S.A.,0.3548
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,002 vaca s export cab h lomo,002 VACA(S) EXPORT. CAB H LOMO,23-2|23,FERIA GANADEROS OSORNO S.A.,0.2404
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,002 vaca s export jer c anca,002 VACA(S) EXPORT. JER C ANCA,25-5|25,FERIA GANADEROS OSORNO S.A.,0.1321
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,002 vaca s export jer s,002 VACA(S) EXPORT. JER S,23-1|23,FERIA GANADEROS OSORNO S.A.,0.1865
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,002 vaca s export neg lomo,002 VACA(S) EXPORT. NEG % LOMO,24-9|24,FERIA GANADEROS OSORNO S.A.,0.2686
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,002 vaq s export cab t,002 VAQ(S) EXPORT. CAB T,17-2|17,FERIA GANADEROS OSORNO S.A.,0.1715
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,003 vaca s export bay 3 lomo,003 VACA(S) EXPORT. BAY 3 LOMO,24-4|24,FERIA GANADEROS OSORNO S.A.,0.3074
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,003 vaca s export cab lomo,003 VACA(S) EXPORT. CAB . LOMO,23-1|23,FERIA GANADEROS OSORNO S.A.,0.1637
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,003 vaca s export jer lomo,003 VACA(S) EXPORT. JER /\ LOMO,25-6|25,FERIA GANADEROS OSORNO S.A.,0.1989
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,003 vaca s export jer o lomo,003 VACA(S) EXPORT. JER O LOMO,23-2|23,FERIA GANADEROS OSORNO S.A.,0.1762
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,004 vaca s export cab anca,004 VACA(S) EXPORT. CAB / ANCA,24-3|24,FERIA GANADEROS OSORNO S.A.,0.1916
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,005 vaca s export jers lomo,005 VACA(S) EXPORT. JERS . LOMO,24-8|24,FERIA GANADEROS OSORNO S.A.,0.1893
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,005 vaca s export jersey neg lomo,005 VACA(S) EXPORT. JERSEY NEG . LOMO,43-7|43,FERIA GANADEROS OSORNO S.A.,0.175
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,006 vaq s export cab sm cab,006 VAQ(S) EXPORT. CAB SM CAB,28-10|28,FERIA GANADEROS OSORNO S.A.,0.1464
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,007 vaca s export jers sm jers,007 VACA(S) EXPORT. JERS SM JERS,58-2|58,FERIA GANADEROS OSORNO S.A.,0.199
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,008 vaca s export cab jer lomo,008 VACA(S) EXPORT. CAB JER . LOMO,25-4|25,FERIA GANADEROS OSORNO S.A.,0.1342
1,liquidacion_dte43_requires_client_category,ADM-1.4,Movilizacion,COMPRAS,008 vaq s export jers sm jers,008 VAQ(S) EXPORT. JERS SM JERS,11-1|11,FERIA GANADEROS OSORNO S.A.,0.1637
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,001 vac s carn export neg 39,001 VAC(S) CARN. EXPORT. NEG 39,24-7|24,FERIA GANADEROS OSORNO S.A.,0.1924
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,001 vacuno s s g jer ll,001 VACUNO(S) S/G JER LL,36-3|36,FERIA GANADEROS OSORNO S.A.,0.172
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,002 vac s carn export jer b,002 VAC(S) CARN. EXPORT. JER B,36-2|36,FERIA GANADEROS OSORNO S.A.,0.1656
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,002 vacuno s s g cab n,002 VACUNO(S) S/G CAB N,25-4|25,FERIA GANADEROS OSORNO S.A.,0.2475
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,002 vaq s export jers lomo,002 VAQ(S) EXPORT. JERS /\/\ LOMO,28-14|28,FERIA GANADEROS OSORNO S.A.,0.1484
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,003 vac s carn export jer cab anca,003 VAC(S) CARN. EXPORT. JER CAB / ANCA,25-5|25,FERIA GANADEROS OSORNO S.A.,0.1713
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,004 vaq s export cab gol lomo,004 VAQ(S) EXPORT. CAB GOL .. LOMO,46-2|46,FERIA GANADEROS OSORNO S.A.,0.1749
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,005 vac s carn export cab jers lomo,005 VAC(S) CARN. EXPORT. CAB JERS . LOMO,24-4|24,FERIA GANADEROS OSORNO S.A.,0.2384
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,006 vaq s export cab lomo,006 VAQ(S) EXPORT. CAB . LOMO,18-7|18,FERIA GANADEROS OSORNO S.A.,0.1555
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,007 vac s carn export jers sm jer,007 VAC(S) CARN. EXPORT. JERS SM JER,24-5|24,FERIA GANADEROS OSORNO S.A.,0.1928
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,007 vaca s export cab jer sm cab,007 VACA(S) EXPORT. CAB JER SM CAB,25-3|25,FERIA GANADEROS OSORNO S.A.,0.1342
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,008 vaq s export jer neg anca,008 VAQ(S) EXPORT. JER NEG / ANCA,46-1|46,FERIA GANADEROS OSORNO S.A.,0.1584
1,liquidacion_dte43_requires_client_category,EXP-13.1,Mantencion Maquinaria,COMPRAS,021 torete s,021 TORETE(S),1-3|1,FERIA GANADEROS OSORNO S.A.,0.2196
1,liquidacion_dte43_requires_client_category,EXP-4.3,Bolos Heno,COMPRAS,ternera,TERNERA,PARD/NG/ RAB,Tattersall Ganado S.A.,0.5634
1,liquidacion_dte43_requires_client_category,EXP-4.3,Bolos Heno,COMPRAS,ternero,TERNERO,PARD/ NEGR/ P CA,Tattersall Ganado S.A.,0.5386
1,liquidacion_dte43_requires_client_category,EXP-7.0,AGROQUIMICOS,COMPRAS,003 vaq s export cab x anca,003 VAQ(S) EXPORT. CAB X ANCA,17-3|17,FERIA GANADEROS OSORNO S.A.,0.1452
1,liquidacion_dte43_requires_client_category,EXP-7.0,AGROQUIMICOS,COMPRAS,004 vaq s eng cab neg lomo,004 VAQ.(S) ENG. CAB NEG - LOMO,39-1|39,FERIA GANADEROS OSORNO S.A.,0.2894
1,liquidacion_dte43_requires_client_category,EXP-7.0,AGROQUIMICOS,COMPRAS,007 vaq s export cab cla lomo,007 VAQ(S) EXPORT. CAB CLA . LOMO,28-11|28,FERIA GANADEROS OSORNO S.A.,0.2139
1,liquidacion_dte43_requires_client_category,EXP-7.0,AGROQUIMICOS,COMPRAS,007 vaq s export jers cab anca,007 VAQ(S) EXPORT. JERS CAB / ANCA,18-8|18,FERIA GANADEROS OSORNO S.A.,0.1895
1,liquidacion_dte43_requires_client_category,EXP-7.0,AGROQUIMICOS,COMPRAS,048 vaq s gorda,048 VAQ.(S) GORDA,1-2|1,FERIA GANADEROS OSORNO S.A.,0.2641
1,low_confidence,ADM-1.10,Otros Servicios y Asesorias,COMPRAS,bisagra profesional acero inox 3x3x2mm 2unid inoxcrom,BISAGRA PROFESIONAL ACERO INOX. 3X3X2MM 2UNID INOXCROM-@,BISAGRA PROFESIONAL ACERO INOX. 3X3X2MM 2UNID INOXCROM-@,DORIS IVONNE CASTILLO KANTER,0.2896
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,camara,Cámara...,SUMINISTRO Y MONTAJE DE CAMARAS SOLAR WIFI,MARIO NICOLAS SANCHEZ SANTANA,0.4499
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,cargo fijo bam,Cargo Fijo BAM,2025-03-30++56974729073,Telefónica Móviles Chile S.A.,0.6995
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,estufa infrared wifi 4 1 kendc,ESTUFA INFRARED WIFI 4/1 KENDC,,SODIMAC S.A.,0.2765
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,instal config equipos,Instal+Config Equipos,Servicio de Instalación y Configuración de Equipos StarLink y Antena Ubiquiti para Fundo Yutreco,SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.4785
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,kit starlink mini,Kit Starlink Mini,,PERSONAL COMPUTER FACTORY S.A.,0.4918
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,mantencion de cerco,MANTENCION DE CERCO,EL MAITEN Y TINEO,CONSTRUCTORA DSL SPA,0.3311
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,prestacion de servicios,PRESTACION DE SERVICIOS,FUNDO EL TINEO,CONSTRUCTORA DSL SPA,0.4722
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,servicios,Servicios,"De Web Hosting, 4gb De Espacio Total, Cuentas De Correos Ilimitadas, Transferencia Ilimitada periodo 06-08-2024 al 06-08-2026",NETSKY SPA,0.3788
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,servicios mantencion,SERVICIOS MANTENCION,"CERCOS, CORRALES Y OTROS",CONSTRUCTORA DSL SPA,0.2438
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,smart tv led 50 un50cu7090 uhd 4k 2024,"Smart TV LED 50"" UN50CU7090 UHD 4K 2024",,PERSONAL COMPUTER FACTORY S.A.,0.2536
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,soporte tv inclinable 32 a 60 prolink,"Soporte TV Inclinable 32"" a 60"" Prolink",,PERSONAL COMPUTER FACTORY S.A.,0.7208
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,switch 5b tlink,Switch 5b TLink,,SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.6567
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,televisor smart tv 65 4k ut7300,"TELEVISOR SMART TV 65"" 4K UT7300 +",,CENCOSUD RETAIL S.A.,0.6395
1,low_confidence,ADM-1.2,Comunicaciones e Internet,COMPRAS,tp link router cable utp caja derv 041,TP LINK ROUTER CABLE UTP CAJA DERV 041,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.2658
