supplier,folio,item,amount,decision,source,top1_score,predicted,top3,accountant_categories,top1_matches_ledger,doc_has_single_account
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5330858,MOVILIZACION OMEC,40180,review_required,model,0.3002,EXP-15.3,EXP-15.3|EXP-10.1|ADM-1.7,EXP-10.1,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321768,PINTURA SPRAY 500 CC DONAGHYS ROJA,47664,review_required,model,0.4774,EXP-2.2,EXP-2.2|EXP-2.6|EXP-3.1,EXP-2.6,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321768,PINTURA SPRAY 500 CC DONAGHYS AZUL,47664,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.6,True,True
INVERSIONES ENEX S.A.,6013864,Petroleo Diesel G-B,23201,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
SOC DE TRANSPORTES STEUER HOLMGREN Y COM,575621,Gasolina 93,57865,review_required,model,0.7593,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
BANCO BICE,3864546,Renta de Arrendamiento Nº19 del contrato Nº34359-1,2816710,auto_accept,model,0.9865,EXP-15.8,EXP-15.8|EXP-15.4|ADM-1.5,|?DEUDAS LEASING LARGO PLAZO,False,True
SODIMAC S.A.,148780261,SET 8 PANOS DE MICROFIBRA CUN0,10059,review_required,model,0.2408,EXP-14.2,EXP-14.2|ADM-1.6|EXP-8.4,ADM-1.6,False,True
SODIMAC S.A.,148780261,AROMATIZANTE 3-PACK BLACK ICE,5193,review_required,model,0.2776,EXP-16.2,EXP-16.2|EXP-14.4|EXP-8.4,ADM-1.6,False,True
SODIMAC S.A.,148780261,BASURERO PEDAL BLANCO 25L CUN1,16790,review_required,model,0.4008,EXP-14.4,EXP-14.4|EXP-16.2|AF-2.1,ADM-1.6,False,True
SODIMAC S.A.,148780261,REPUESTO ESCOBA SUAVE BOR 32CM,1924,review_required,model,0.3399,EXP-14.4,EXP-14.4|ADM-1.6|EXP-10.1,ADM-1.6,False,True
SODIMAC S.A.,148780261,CABO ACERO INOX EXT 120CM CUN0,1840,review_required,model,0.3053,EXP-14.4,EXP-14.4|ADM-1.6|EXP-14.2,ADM-1.6,False,True
CENTRO DE CAPACITACION LECHERO DEL SUR SPA,857,Nombre:,800000,review_required,model,0.2785,EXP-14.1,EXP-14.1|EXP-15.3|EXP-10.4,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307189,PETROLEO DIESEL ULTRA,37807,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
HGS DAIRY SOLUTIONS SPA,27791,VIAJE TECNICO,43520,auto_accept,product_lookup,1,EXP-10.1,EXP-10.1,EXP-10.1,True,True
HGS DAIRY SOLUTIONS SPA,27791,SERVICIO EMERGENCIA LH,46209,review_required,model,0.2935,EXP-10.3,EXP-10.3|EXP-10.1|EXP-7.0,EXP-10.1,False,True
IMPORTADORA SOMAGEL SPA,185512,DECALCIFICANTE EN SOBRE 25 GRS.,10800,review_required,model,0.2254,EXP-2.2,EXP-2.2|ADM-1.2|EXP-5.5,ADM-1.6,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5333346,INYECTORAS CALCIO DESECHABLE,6500,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.6,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5333346,LAZOS OBSTETRICOS,63000,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.6,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5333346,AGUJA DESECHABLE (C/PLAST) 16 G X 1 1/2,8800,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-2.6,True,True
BANCO BICE,3853892,Renta de Arrendamiento Nº19 del contrato Nº34350-1,1487279,auto_accept,model,0.986,EXP-15.8,EXP-15.8|EXP-15.4|ADM-1.5,|?DEUDAS POR LEASING CORTO PLAZO,False,True
DISTRIBUIDORA COMERCIAL P Y G LIMITADA,632554,Diesel,72457,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
HGS DAIRY SOLUTIONS SPA,27766,ORACID 60 L,131438,auto_accept,model,0.9141,EXP-10.3,EXP-10.3|EXP-2.2|EXP-3.1,EXP-10.3,True,True
HYK MANTENIMIENTO MAKINARÍA AGRÍCOLA SPA,141,MANTENCION,1650500,review_required,model,0.3403,EXP-14.4,EXP-14.4|EXP-13.3|EXP-13.1,EXP-14.3,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731264,DIIO DATAMARS ZEETAG HDX X 5 UN,293060,review_required,model,0.5509,EXP-2.6,EXP-2.6|EXP-13.1|EXP-2.2,EXP-2.6,True,True
JOHN MARCELO CARRILLO SOLDAN,24,MANTENCION Y REPARACION,1770000,review_required,model,0.2496,EXP-14.4,EXP-14.4|EXP-10.4|EXP-10.1,EXP-13.1,False,True
BANCO BICE,3844579,Comision por Nominas en Linea CCA,297311,review_required,model,0.6181,ADM-1.7,ADM-1.7|EXP-15.7|ADM-3.1,"|?Impuestos, comisiones, multas;Impuestos, comisiones, multas;Impuestos, comisiones, multas;Impuestos, comisiones, multas;Impuestos, comisiones, multas",False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307482,PETROLEO DIESEL ULTRA,37087,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
HGS DAIRY SOLUTIONS SPA,27774,ORING RACOR 50 MM.,10465,review_required,model,0.6499,EXP-10.1,EXP-10.1|EXP-14.4|EXP-9.2,EXP-10.4,False,True
HGS DAIRY SOLUTIONS SPA,27774,PIOLA PERLON 4MM DE ALTA RESISTENCIA,159715,review_required,model,0.2912,EXP-10.1,EXP-10.1|EXP-9.2|EXP-14.4,EXP-10.4,False,True
COMERCIALIZADORA RBM SPA,2840,ampolleta h15,10840,review_required,model,0.3098,EXP-13.3,EXP-13.3|EXP-10.1|EXP-10.4,EXP-13.3,True,True
HARDY JOEL CARRILLO PALMA,1377,transporte,158400,review_required,model,0.4981,EXP-15.3,EXP-15.3|EXP-4.2|ADM-1.7,EXP-15.3,True,True
DANIEL VILLAR Y CIA LTDA,420815,Gasolina 93,98581,auto_accept,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
DISTRIBUIDORA DE NEUMATICOS DEL SUR LIMITADA,200094,MANO OBRA ALINEACION TIPO C,21008,review_required,model,0.133,EXP-14.2,EXP-14.2|ADM-1.6|EXP-13.1,EXP-13.3,False,True
DISTRIBUIDORA DE NEUMATICOS DEL SUR LIMITADA,200094,NEU WRL TERRITORY AT 275/60 R20 115S,1058824,review_required,model,0.3177,EXP-7.0,EXP-7.0|EXP-13.3|EXP-13.1,EXP-13.3,False,True
DISTRIBUIDORA DE NEUMATICOS DEL SUR LIMITADA,200094,MANO OBRA BALANCEO CONVENIO &gt;R16,12605,review_required,model,0.2833,EXP-14.4,EXP-14.4|EXP-8.3|EXP-13.1,EXP-13.3,False,True
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,AZUCAR,3504,auto_accept,model,0.8178,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.4,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PANO MULTIUSO X6,8050,review_required,model,0.2122,EXP-2.1,EXP-2.1|EXP-14.2|EXP-8.3,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PAPEL DOBLE H 40MX18,25697,auto_accept,model,0.9263,ADM-1.6,ADM-1.6|EXP-2.6|EXP-2.2,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,CAF INS TRDICION150,18126,review_required,model,0.364,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,TRITON NARANJA,1429,review_required,model,0.169,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,TRITON VAINILLA,2857,review_required,model,0.1273,ADM-1.6,ADM-1.6|EXP-13.3|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALL DONUTS ORANGE,4202,review_required,model,0.2324,EXP-6.4,EXP-6.4|ADM-1.6|EXP-1.1,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PACK TRITON CHOC,2092,review_required,model,0.143,EXP-13.3,EXP-13.3|ADM-1.6|EXP-14.1,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALL GRETEL CHOCOLAT,1681,review_required,model,0.2784,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.4,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,SPRAY NEUTRA LAVANDA,3185,review_required,model,0.2009,EXP-14.1,EXP-14.1|EXP-1.1|ADM-1.5,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALLETA LIMON,2244,auto_accept,model,0.9848,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALL GRETEL YOGHURT,1681,review_required,model,0.3484,EXP-6.4,EXP-6.4|EXP-1.1|ADM-1.6,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,CEREAL MILO 230G,1429,review_required,model,0.4506,ADM-1.5,ADM-1.5|ADM-1.6|EXP-1.1,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,CIF CR MULTIUSO ORIG,9378,review_required,model,0.2827,ADM-1.5,ADM-1.5|ADM-1.6|EXP-2.2,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,CLORO LIQUIDO 4KG,14756,review_required,model,0.2546,EXP-8.1,EXP-8.1|EXP-8.2|EXP-10.3,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,SUPER 8 PACK 4X29G,840,review_required,model,0.291,EXP-14.2,EXP-14.2|EXP-13.3|AF-2.1,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALL OBSESION MENTA,840,review_required,model,0.1683,EXP-10.1,EXP-10.1|EXP-10.4|EXP-12.1,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,GALLETA KUKY CLASICA,2101,auto_accept,model,0.9672,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PACK GALLETA VAINIL,840,auto_accept,model,0.9834,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,MANZANA FUJI EXP,1929,review_required,model,0.4069,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,TRIX CEREAL,1429,review_required,model,0.2214,ADM-1.6,ADM-1.6|ADM-1.5|EXP-1.1,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,BOLSA LAZO AZUL,655,review_required,model,0.2241,ADM-1.6,ADM-1.6|EXP-2.2|EXP-16.1,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PAN BCO XL,5042,review_required,model,0.3568,ADM-1.6,ADM-1.6|EXP-5.1|EXP-12.1,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,ACEITE MARAVILLA,8899,review_required,model,0.4421,EXP-13.1,EXP-13.1|EXP-14.2|EXP-2.2,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,LECHE CHOCO ORIG SEM,941,review_required,model,0.3877,EXP-3.1,EXP-3.1|EXP-10.1|EXP-15.2,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,WIPES REGULAR 100UN,840,review_required,model,0.2051,EXP-13.3,EXP-13.3|ADM-1.6|EXP-2.2,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,MANZANA FUJI EXP,1936,review_required,model,0.4069,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,NARANJA MALLA 2KG,4185,review_required,model,0.3879,EXP-8.1,EXP-8.1|EXP-14.2|EXP-6.4,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PLATANO REGIONAL,1645,review_required,model,0.2843,EXP-8.2,EXP-8.2|EXP-8.1|EXP-2.4,ADM-1.6|EXP-1.1,False,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,MANZANA FUJI EXP,1913,review_required,model,0.4069,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,ADM-1.6|EXP-1.1,True,False
ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,58491382,PLATANO REGIONAL,1935,review_required,model,0.2843,EXP-8.2,EXP-8.2|EXP-8.1|EXP-2.4,ADM-1.6|EXP-1.1,False,False
SOCIEDAD COMERCIAL SERLAC CHILE S.A.,4544,REPARACION DE EQUIPOS DE REFRIGERACION EN TALLER 2,171000,review_required,model,0.3661,EXP-10.1,EXP-10.1|EXP-14.1|EXP-15.3,EXP-10.1,True,True
TRANSPORTES PINILLA SPA,744,TRASLADO DE RODILLO DE,420000,review_required,model,0.4482,EXP-14.1,EXP-14.1|ADM-1.7|EXP-15.3,EXP-14.1,True,True
TRANSPORTES PINILLA SPA,744,TRASLADO DE EXCAVADORA,200000,review_required,model,0.3683,ADM-1.7,ADM-1.7|EXP-14.1|EXP-15.3,EXP-14.1,False,True
TRANSPORTES PINILLA SPA,744,ARRIENDO RODILLO,750000,review_required,model,0.7758,EXP-14.1,EXP-14.1|EXP-15.3|EXP-15.4,EXP-14.1,True,True
RENDIC HERMANOS S.A.,44839450,GALLETA SURTIDO HOLANDA DEU 400 GR,5041,auto_accept,model,0.958,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,CALUGA CLASICA SUNY AMBROSOLI 360 GR,2429,review_required,model,0.6928,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,"GALLETA GRETEL COSTA 85 GR, YOG FRUTILLA",1681,auto_accept,model,0.9427,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,"GALLETA GRETEL COSTA 85 GR, CHOCOLATE",1681,auto_accept,model,0.9452,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,"GALLETA DONUTS COSTA 100 GR, BITTER",2521,auto_accept,model,0.9555,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,"GALLETA GRAN CEREAL COSTA 135GR, MUESLI",3000,auto_accept,model,0.9457,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,"GALLETA GRETEL COSTA 85 GR, CHOC BLANCO",1681,auto_accept,model,0.9429,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
RENDIC HERMANOS S.A.,44839450,PACK GALLETA CHOCOLATE TRITON 2X95GR,3361,auto_accept,model,0.9342,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
MULTIMOTOS OSORNO SPA,1703,MANTENCION MOTO HONDA,201555,auto_accept,model,0.9577,EXP-13.2,EXP-13.2|EXP-13.3|EXP-10.1,EXP-13.2,True,True
Cia de Seguros de Vida Consorcio Nacional de Seguros SA,712682,Seguro Colectivo. Poliza Nro. 12799,959316,review_required,model,0.899,ADM-2.2,ADM-2.2|ADM-2.3|ADM-2.1,ADM-2.2,True,True
Cia de Seguros de Vida Consorcio Nacional de Seguros SA,712682,Periodo de Cobertura julio 2026,32373,auto_accept,model,0.891,ADM-2.3,ADM-2.3|ADM-2.2|ADM-2.1,ADM-2.2,False,True
Cia de Seguros de Vida Consorcio Nacional de Seguros SA,712682,RUTCOBRANZA 96685810,0,review_required,model,0.6416,ADM-2.2,ADM-2.2|ADM-2.3|ADM-2.1,ADM-2.2,True,True
BETHEL ELECTROMECANICA SPA,826,MANTENCION G.E. 22 KVA,440000,review_required,model,0.2993,EXP-13.1,EXP-13.1|EXP-13.3|EXP-14.4,EXP-14.4,False,True
SALINAS Y FABRES S.A.,5337825,Item,197743,review_required,model,0.2183,EXP-10.4,EXP-10.4|EXP-14.4|EXP-13.1,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,OVEROLES GABARDINA TALLA L,53628,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,OVEROLES GABARDINA TALLA M,26220,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,OVEROLES GABARDINA TALLA XL,71504,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,OVEROLES GABARDINA TALLA XXL,26814,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,BOTA BEKINA STEPLITE PUNTA ACERO N° 41,55753,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,TRAJE DE AGUA ALASKA XL,14638,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-14.2|EXP-16.1,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731286,"CABLE SUB 2,5MM 50M DURO NEG (G62702)",48754,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2|EXP-16.1,True,False
SOC ROBERTO AICHELE Y CIA LIMITADA,387,ASESORIA AGROPECUARIA,815863,auto_accept,product_lookup,1,EXP-15.1,EXP-15.1,EXP-15.1,True,True
FALABELLA RETAIL S.A.,5725026,ACCESORIOS FO,39990,review_required,model,0.2916,EXP-6.1,EXP-6.1|EXP-10.1|EXP-10.4,ADM-1.6,False,True
AGROCOMERCIAL IANSA S.A.,76274,BIOLACT TERNERO INICIAL,3369600,auto_accept,product_lookup,1,EXP-5.2,EXP-5.2,EXP-5.2,True,True
Manantial S.A,6601521,Botellon 20 litros,17905,review_required,model,0.6216,EXP-16.2,EXP-16.2|EXP-2.2|EXP-2.6,ADM-1.6,False,True
Manantial S.A,6601521,Arriendo Dispensador Agua Fria-Caliente,13520,review_required,model,0.3412,ADM-1.6,ADM-1.6|EXP-9.2|ADM-1.5,ADM-1.6,True,True
Manantial S.A,6601521,DIFERENCIA CARGO MINIMO,3581,review_required,model,0.6472,ADM-1.2,ADM-1.2|EXP-13.3|ADM-1.5,ADM-1.6,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694608,SULFATO DE MAGNESIO X 25 KG.,388740,auto_accept,product_lookup,1,EXP-2.4,EXP-2.4,EXP-2.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30456724,UBRISEC X 48 JER,743400,review_required,model,0.9268,EXP-2.1,EXP-2.1|EXP-16.2|EXP-2.2,EXP-2.1,True,True
Tattersall Ganado S.A.,761193,VACA CARNAZA,463600,review_required,model,0.9853,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761193,VAQUILLA ENGORDA,529760,review_required,model,0.975,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,761193,VACA ENGORDA,1086800,review_required,model,0.9823,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
PATRICIO SANTIAGO CAREY BRIONES,298544,Gasolina 93,29269,review_required,model,0.7638,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
RICARDO GERMAN OSWALD BUCHNER,8891,carga gas 15 kg,23445,review_required,model,0.942,EXP-11.5,EXP-11.5|EXP-16.2|ADM-1.4,EXP-11.5,True,True
RICARDO GERMAN OSWALD BUCHNER,8891,carga gas 45 kg,84874,review_required,model,0.9238,EXP-11.5,EXP-11.5|EXP-16.2|ADM-1.4,EXP-11.5,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5323602,BIOPECT 5 KILOS,866462,review_required,model,0.5687,EXP-2.6,EXP-2.6|EXP-16.1|EXP-16.2,EXP-2.6,True,True
COMERCIAL SAHAR LIMITADA,22912,Gasolina 93,78345,auto_accept,business_rule,1,ADM-1.4,ADM-1.4,ADM-1.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689483,MANGO ESCOBILLA ESTANQUE 988.801-16 ALFA,13259,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1|EXP-2.4,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689483,SULFATO DE MAGNESIO X 25 KG.,129580,auto_accept,product_lookup,1,EXP-2.4,EXP-2.4,EXP-16.1|EXP-2.4,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689483,BOTA BEKINA STEPLITE PUNTA ACERO N° 39,55286,auto_accept,model,0.8996,EXP-16.1,EXP-16.1|EXP-2.6|EXP-16.2,EXP-16.1|EXP-2.4,True,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321114,BOTAS DUNLOP THERMO+ # 37-38 (-40 C),89943,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321114,BOTAS DUNLOP THERMO+ # 39-40 (-40 C),89943,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321114,BOTAS DUNLOP THERMO+ # 41 (-40 C),89943,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321114,BOTAS DUNLOP THERMO+ # 42 (-40 C),89943,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5321114,BOTAS DUNLOP THERMO+ # 43 (-40 C),179886,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30729368,PETROLEO DIESEL ULTRA (DISTRIBUCION),1055188,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COMERCIAL CERES SPA,52302,10.510.470.137.R0013,567739,review_required,model,0.4793,EXP-13.1,EXP-13.1|EXP-14.2|AF-2.1,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.420.150.106.R0087,91034,review_required,model,0.2345,EXP-10.4,EXP-10.4|EXP-14.1|EXP-13.1,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,10.420.150.106.R0041,10811,review_required,model,0.5026,EXP-13.1,EXP-13.1|EXP-14.1|EXP-10.4,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.420.150.106.R0089,29582,review_required,model,0.2874,EXP-13.1,EXP-13.1|EXP-14.1|EXP-10.4,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0003,69125,review_required,model,0.5008,EXP-13.1,EXP-13.1|EXP-13.3|EXP-10.4,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0035,18702,review_required,model,0.493,EXP-13.1,EXP-13.1|EXP-14.2|EXP-14.1,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0036,24936,review_required,model,0.4531,EXP-13.1,EXP-13.1|EXP-14.2|ADM-1.6,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0007,24671,review_required,model,0.5279,EXP-13.1,EXP-13.1|EXP-14.2|AF-2.1,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.420.150.106.R0106,10585,review_required,model,0.526,EXP-13.1,EXP-13.1|EXP-13.3|EXP-14.1,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.420.150.106.R0130,11376,review_required,model,0.3897,EXP-13.1,EXP-13.1|EXP-13.3|EXP-10.4,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.139.R0060,47726,review_required,model,0.5214,EXP-13.1,EXP-13.1|EXP-14.2|AF-2.1,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,21.510.290.128.R0005,29974,review_required,model,0.3289,EXP-14.1,EXP-14.1|ADM-2.3|EXP-10.4,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,21.420.150.106.R0165,958035,review_required,model,0.2362,EXP-14.1,EXP-14.1|EXP-13.1|EXP-10.4,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,21.500.530.165.R0015,14987,review_required,model,0.1771,EXP-14.1,EXP-14.1|ADM-2.3|EXP-13.1,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,21.420.150.106.R0160,16504,review_required,model,0.2112,EXP-14.1,EXP-14.1|EXP-13.1|EXP-10.4,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,21.510.450.145.R0006,13371,review_required,model,0.2754,EXP-14.1,EXP-14.1|ADM-2.3|EXP-10.4,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,21.420.150.106.R0032,31493,review_required,model,0.2148,EXP-14.1,EXP-14.1|EXP-13.1|EXP-10.4,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0013,219768,review_required,model,0.6123,EXP-13.1,EXP-13.1|EXP-14.2|EXP-13.3,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.470.106.R0003,69125,review_required,model,0.5008,EXP-13.1,EXP-13.1|EXP-13.3|EXP-10.4,EXP-13.1,True,True
