PROVEEDOR,Cód de Material,Descripción,Un/Medida,CODIGO,CUENTA,SUBCUENTA,FACTURA,UPLOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7058050,VACUNA BRUCELLA ABORTUS CEPA RB-51,FR,GASTOS EXPLOTACION,SALUD ANIMAL,VACUNAS,16713803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607575,ESPUMA CLORADA DA X 20 LT,ENV,,,DETERGENTES E HIGENIZANTES,16713176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600242,TUBERCULINA PPD BOVINA (AGROVET),FR,,,OTROS MEDICAMENTOS,16710430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7034460,JERINGA DESECHABLE 60 ML (L.L.),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16710399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7045560,MANGO BISTURI N°4,UN,,,OTROS GASTOS SALUD ANIMAL,16708952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7024040,TREO ACE X 500 CC,FR,,,OTROS MEDICAMENTOS,16707976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 69867  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16706984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70202  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16706984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 70203  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16706984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600002,Intereses mayor plazo,UN,,,,70095859,INTERESES COMERCIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605005,"MANGUERA STAR GARDEN 1/2"" 5 BAR",M,,,MANTENCION AGUA Y PURINES,16706480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600927,ROZON DERECHO TRAMONTINA,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16706480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614573,ALU - FARM SPRAY X 150 ML,CIL,,,OTROS MEDICAMENTOS,16704204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610914,VACUNA CATTLEMASTER GOLD FP5L5 X 25 DS,FR,GASTOS EXPLOTACION,SALUD ANIMAL,VACUNAS,16703966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603664,PERRO FIT FORMULA CACHORRO X 10 KG,BOL,GASTOS EXPLOTACION,ALIMENTOS COMPRADOS,CONCENTRADO OTROS ANIMALES,16703451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7004707,"CAÑERIA NEGRA PN4 1/2""",M,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,60056585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7004740,"CAÑERIA NEGRA PN4 1 1/2""",M,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION AGUA Y PURINES,16702292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602289,MURIATO DE POTASIO 60% FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,OTROS FERTILIZANTES,16699932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608529,UREA ADHERO FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,NITROGENO,16699929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603548,PEGAMENTO PARA TACOS (SHOOF),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16699619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7076040,ANTICONG.PERMAZONE X19LT,BAL,,,MANTENCION MAQUINARIA,16693472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609387,SUPERFOSFATO TRIPLE X 25 KG,BOL,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,FOSFORO,16691263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600241,FLETE,UN,,,FLETES,16691263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601143,CINTA BLANCA 40 MM X 50M (SP023),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16690447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7014001,CABLE SUBTERRANEO 50 MT X 2.5 MM,ROL,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16690447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609114,TAPA BEBEDERO AUSTRALPLASTICS,UN,,,MANTENCION AGUA Y PURINES,16690447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613642,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,BOL,,,,16689381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 69220  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16689337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 69221  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16689337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 69305  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16689337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 69306  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16689337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607110,LI - 700 X 10 LT.,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16688566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608527,FOSFATO MONOAMONICO FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,FOSFORO,16687902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609389,UREA GRANULADA X 25 KG,BOL,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,NITROGENO,16687098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603283,BOTA BEKINA STEPLITE PUNTA ACERO N° 44,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16685956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608353,OVEROL POPLIN AZUL C/CINTA T. XL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16685780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607365,TENSOR DE CARGA MAXIMO 1000 KG,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16684611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7028029,VASELINA LIQUIDA X 1 LT.,ENV,,,OTROS GASTOS SALUD ANIMAL,16679324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604423,BAT. YOKO 31-930 100AMP 12VOLT C/H KOREA,UN,,,MANTENCION MAQUINARIA,60056161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605963,BATERIA ENERCEL HYUNDAI CMF 105 D 31L,UN,,,MANTENCION MAQUINARIA,16677124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602695,TERMINAL DE ENERG. PARA PUERTA 807883,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16673172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602860,CUCHILLO DESPALMADOR IZQUIERDO AESCULAP,UN,,,OTROS GASTOS SALUD ANIMAL,16672674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7611645,GUANO DE GALLINA FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,GUANO,16672484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7009725,A. GADUS S2 V220 2 X 18 KG (958644),BAL,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16671432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608133,CLAVOS 3 1/2 X 9 X 1 KG,PQT,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16671432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601119,CLAVOS 2 1/2 X 11 X 1 KG,PQT,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16671432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7042340,OVEROLES PILOTO POPLIN T 50 AZUL L,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16670785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7059978,CAMARA 14.9/13 X 24 EX-DIAMOND,UN,,,MANTENCION MAQUINARIA,16670726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605299,VALV FLOT MAX-FLO CORTO 1 -3/4 (217209),UN,,,MANTENCION AGUA Y PURINES,16669074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600786,BEBEDERO PLASTICO DE 1000 LT.,UN,,,MANTENCION AGUA Y PURINES,16667608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613733,GUANTE CORTO NITRILO L SHOOF  204631,CJ,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16667577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600134,BOTAS DESECHABLE PLASTICO GRUESO,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16667577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605167,GORRO CLIP TIPO DUCHA BLANCO X 100 UN,BOL,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16667482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603287,GLADIADOR 450 WP X 250 GR,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16666017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606513,ESCOBILLON MUNICIPAL GRANDE,UN,,,ROPA Y HERRAMIENTAS DE TRABAJO,16665971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610046,"NEXGARD SPECTRA X 1 TABLETA (30,1-60 KG)",UN,,,OTROS GASTOS CAMPO,16664797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7610155,PERRO BAVARO WORK 26 (ADULTO) 18 KG,BOL,GASTOS EXPLOTACION,ALIMENTOS COMPRADOS,CONCENTRADO OTROS ANIMALES,16664791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608352,OVEROL POPLIN AZUL C/CINTA T. L,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16664153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614383,QUIX 5 LT,UN,,,DETERGENTES E HIGENIZANTES,16664153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608354,OVEROL POPLIN AZUL C/CINTA T. XXL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16661587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602816,CAMARAS 18/400 X 15.5 TR16,UN,,,MANTENCION MAQUINARIA,16659807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603295,ENGEO 247 SC X 1LT,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16659328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609663,"TUBERIA HDPE 63MM 2"" PN6 DIN 3,6MM",UN,,,MANTENCION AGUA Y PURINES,16659150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614593,"TUBERIA HDPE 90MM 3"" PN6 DIN 5,4MM",UN,,,MANTENCION AGUA Y PURINES,16659150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025275,APLICADORES AUTOCR.ALLFLEX,UN,,,OTROS GASTOS SALUD ANIMAL,16658239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601631,CLORO ORGANICO 10 KG,ENV,,,DETERGENTES E HIGENIZANTES,16657090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606212,PAPEL HIGIENICO ECONOMICO 500 M ELITE,ROL,,,UTILES Y GASTOS DE OFICINA,16657090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FOSFATO DIAMONICO ,,,,FOSFORO,,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TREFOS,,,,FOSFORO,,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBRISEC,,,,TERAPIA SECADO,,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FATROXIMIN,,,,TERAPIA SECADO,,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEPRAVIN,,,,TERAPIA SECADO,,CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
